Task ID,Task Name,tags,Przeznaczenie (drop down),Klawiatura (labels),Obudowa (labels),Procesor (drop down),Model Procesora (short text),Grafika (short text),RAM (drop down),Dysk (drop down),Rozdzielczość (drop down),Matryca (labels),Problemy (labels),Uwagi (text),Regał (drop down),Lists,Zamówienie (short text)
86bzmu9pq,HNHRYW2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,BRAK,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmubf7,cnp7nf2,[dell latitude 7490],Przyjęcie,"[Niekompletna, Francuska]",,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],"[Spód X, Bateria brak]",,,[od 1.07.2024 wprowadzone],
86bzmud92,58kk7s2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzmuezz,hz1k7s2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzmugx0,5c0hvp2,[dell latitude 7490],Serwis,[Francuska],,i7,8650U,,,,,,[Nie włącza się],,,[od 1.07.2024 wprowadzone],
86bzmukk1,B7YYYW2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,16,256,1920 x 1080,[],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzmumn8,9hv7nf2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],"[Bateria brak, Palmrest, Touchpad]",,,[od 1.07.2024 wprowadzone],
86bzmvd2z,7fqfrq2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,BRAK,1920 x 1080,,[],,,[od 1.07.2024 wprowadzone],
86bzmvfur,brak sn,[dell latitude 7490],Serwis,[Francuska],,,,,,,,[Brak],[Ramka Matrycy],,,[od 1.07.2024 wprowadzone],
86bzmvmqf,C5GXYW2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmvnu6,B84DZW2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmwkrc,gl3mqq2,[dell latitude 7490],Przyjęcie,[QWERTY PL],,i5,7300U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmwrna,6jbp6s2,[dell latitude 7490],Przyjęcie,[QWERTY PL],,i5,7300U,,8,256,1920 x 1080,[],[],,,[od 1.07.2024 wprowadzone],
86bzmwv0a,8ZGS7S2,[dell latitude 7490],Przyjęcie,"[Niekompletna, Francuska]",,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],"[Bateria brak, Ramka Matrycy]",,,[od 1.07.2024 wprowadzone],
86bzmwyuw,gk4c6s2,[dell latitude 7490],Przyjęcie,[],,i5,7300U,,4,BRAK,1920 x 1080,"[Zwykłe ryski / otarcia, Zwykłe poświatki]",[],,,[od 1.07.2024 wprowadzone],
86bzmx00r,7pbc6s2,[dell latitude 7490],Przyjęcie,[QWERTY PL],,i5,7300U,,8,BRAK,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmx3ry,60qjqq2,[dell latitude 7490],Przyjęcie,[QWERTY PL],,i5,7300U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmx3yh,f92znq2,[dell latitude 7490],Przyjęcie,[],,i5,7300U,,8,BRAK,1920 x 1080,[],[],,,[od 1.07.2024 wprowadzone],
86bzmx466,709knf2,[dell latitude 7490],Przyjęcie,[],,i5,7300U,,8,BRAK,1920 x 1080,[],[],,,[od 1.07.2024 wprowadzone],
86bzmx4df,jtnttt2,[dell latitude 7490],Przyjęcie,[],,i5,7300U,,16,BRAK,1920 x 1080,[],[],,,[od 1.07.2024 wprowadzone],
86bzmy8kf,dw4gzw2,[dell latitude 7490],Przyjęcie,[Francuska],,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzmyad8,14v1yy2,[dell latitude 7490],Serwis,,,i7,8,,8,,,[Zbita],,,,[od 1.07.2024 wprowadzone],
86bzqwkpx,269lsq2,[dell latitude 7490],Przyjęcie,"[Pionowy Enter ISO / EU, Francuska]",,i7,8650U,,8,BRAK,1920 x 1080,[Zwykłe ryski / otarcia],,,,[od 1.07.2024 wprowadzone],
86bzqwmqa,60BDZW2,[dell latitude 7490],Przyjęcie,"[Pionowy Enter ISO / EU, Francuska]",,i7,8650U,,8,256,1920 x 1080,[Bez wad],[Bateria X],,,[od 1.07.2024 wprowadzone],
86bzqwng4,177vnq2,[dell latitude 7490],Przyjęcie,"[Pionowy Enter ISO / EU, Francuska]",,i7,8650U,,16,256,1920 x 1080,[Zwykłe ryski / otarcia],,,,[od 1.07.2024 wprowadzone],
86bzqwpdm,FXWWYW2,[dell latitude 7490],Przyjęcie,"[Pionowy Enter ISO / EU, Francuska]",,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],,,,[od 1.07.2024 wprowadzone],
86bzqwrdd,DVMP7S2,[dell latitude 7490],Przyjęcie,"[Pionowy Enter ISO / EU, Francuska]",,i7,8650U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria X],,,[od 1.07.2024 wprowadzone],
86bzqwucp,8RNPTT2,[dell latitude 7490],Przyjęcie,"[Pionowy Enter ISO / EU, Francuska]",,i7,8650U,,32,512,1920 x 1080,[Zwykłe ryski / otarcia],"[Bateria bios, Touchpad]",,,[od 1.07.2024 wprowadzone],
86bzqwwdt,954T5S2,[dell latitude 7490],Przyjęcie,"[Pionowy Enter ISO / EU, Francuska]",,i7,8650U,,32,512,1920 x 1080,[Zwykłe ryski / otarcia],"[Bateria brak, Touchpad]",,,[od 1.07.2024 wprowadzone],
86bzqwxgt,CX4TNQ2,[dell latitude 7490],Przyjęcie,"[Pionowy Enter ISO / EU, Francuska]",,i7,8650U,,16,256,1920 x 1080,[],[Touchpad],,,[od 1.07.2024 wprowadzone],
86bzqwzp8,4JZSNQ2,[dell latitude 7490],Przyjęcie,"[Pionowy Enter ISO / EU, Francuska]",,i7,8650U,,16,256,1920 x 1080,[],[],,,[od 1.07.2024 wprowadzone],
86bz5h5zk,CRZRP72,[dell latitude e5250],Przyjęcie,"[Pionowy Enter ISO / EU, Francuska]",[Ok],i5,5010U,,8,256,1366 x 768,[Mikro poświatka],,,,[Mix - przed 11.2023],
86bz5h7fe,8FVZR32,[dell latitude e5250],Przyjęcie,"[Pionowy Enter ISO / EU, Francuska]",[Ok],i3,5300U,,8,256,1366 x 768,[Zbita],,,,[Mix - przed 11.2023],
86bzwxap3,bkpdzf2,[dell latitude e5270],Serwis,[QWERTY PL],,,,,,,,[Brak],[Inny],"GNIAZDO MATRYCY X I TASMA
",,[od 1. 08. 2024],
86c22u821,JFGHBT1,[dell latitude e5420],Przyjęcie,,,i5,2520M,,4,,1366 x 768,[Bez wad],,,,[2025.02.05 - IVC],
86c22uabw,ftbmzw1,[dell latitude e5430 non -vpro],Przyjęcie,,,i5,3320M,,4,,1600 x 900,[Bez wad],,,,[2025.02.05 - IVC],
86c22d4wh,HC4FM12,[dell latitude e5440],Przyjęcie,,,i5,4310U,,8,128,1600 x 900,"[Zwykłe ryski / otarcia, Mikro poświatka]",,,,[2025.02.05 - IVC],
86bzpbv6z,5DYXQC2,[dell latitude e5470],Serwis,[Francuska],,,,,,,,,[Nie włącza się],,,[od 1.07.2024 wprowadzone],
86bzpc99d,9QD20G2,[dell latitude e5470],Serwis,"[Uszkodzona, Francuska]",,i5,6300U,,8,,,,"[USB , Bateria brak, Touchpad]",,,[od 1.07.2024 wprowadzone],
86bzpck0b,2wywqc2,[dell latitude e5470],Serwis,[Francuska],,,,,,,,,[Nie włącza się],"ODCINA ZASILANIE
",,[od 1.07.2024 wprowadzone],
86bzpfcfe,39z3qc2,[dell latitude e5470],Serwis,,,i5,6300U,,16,256,1366 x 768,[Zwykłe ryski / otarcia],"[USB , Bateria bios, Palmrest, Ramka Matrycy]",,,[od 1.07.2024 wprowadzone],
86bwhtj1w,GDMCRC2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Francuska]",[],i3,6100U,,8,500,1920 x 1080,[Zwykłe ryski / otarcia],"[Spód X, Bateria brak]",,,[od 1.07.2024 wprowadzone],
86bwhyxb7,3h35sf2,[dell latitude e5570],Serwis,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",,,,,,,,,[Nie włącza się],ZIMA,,[20.11.23 ATF Francja 239239 -],
86bwhyxgx,g01cnc2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[],i3,6100U,,4,500,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bwhyye3,5X6VSF2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[],i5,6300U,,8,256,1920 x 1080,"[Wielkie poświaty, Wszędzie otarcia]",[Palmrest],,,[20.11.23 ATF Francja 239239 -],
86bwhyymf,BR55SF2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[Wgniotka],i3,6100U,,4,256,,[Wszędzie otarcia],[],"
obudowa - wgniotki 
",,[od 1.07.2024 wprowadzone],
86bwhz0c3,cj75sf2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[],i3,6100U,,8,BRAK,1920 x 1080,"[Zwykłe ryski / otarcia, Zwykłe poświatki]","[Spód X, Bateria brak, Zawiasy , Bateria bios, Ramka Matrycy]",,,[od 1.07.2024 wprowadzone],
86bwhz12j,4HNTRC2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[],i7,6820HQ,Radeon R7 M370,8,500,1920 x 1080,[Zwykłe ryski / otarcia],"[Palmrest, Ramka Matrycy, Dźwięk]","SPPRAWDZIC glosniki
uszcz kilo USB
",,[od 1.07.2024 wprowadzone],
86bwhz1m0,3wrcnc2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]","[Palmrest do malowania, Wgniotka, Palmrest wymaga skina]",i3,6100U,,4,500,,[Zwykłe ryski / otarcia],[Ramka Matrycy],"Palmrest ???
",,[20.11.23 ATF Francja 239239 -],
86bwhz27z,6cy7zf2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[],i7,6820HQ,Radeon R7 M370,4,500,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bwhz2k0,8T55SF2,[dell latitude e5570],Serwis,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]","[Palmrest do malowania, Uszczerbek, Palmrest wymaga skina]",i3,6100U,,4,256,,"[Wszędzie otarcia, Zwykłe poświatki]","[Spód X, Zawiasy ]","Palmrest ???
uszcz kolo - SD, LAN",,[20.11.23 ATF Francja 239239 -],
86bwjbbdd,2s55sf2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[Klapa wymaga skina],i3,6100U,,4,BRAK,1920 x 1080,[Mikro otarcia],,,,[od 1.07.2024 wprowadzone],
86bwky0b4,GRRV1G2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[Ok],i3,6100U,,8,500,1366 x 768,[Zwykłe poświatki],,,,[od 1.07.2024 wprowadzone],
86bwky9e4,30h1mc2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[Ok],i3,6100U,,8,BRAK,1366 x 768,"[Zwykłe ryski / otarcia, Zwykłe poświatki]","[Spód X, Bateria brak]","- touchpad - zacina sie

",,[od 1.07.2024 wprowadzone],
86bwkydp2,40W3BG2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[Palmrest wymaga skina],i3,6100U,,8,500,1366 x 768,[Problem],[Bateria X],"glosniki ciche,

ekran jasniejszy z boku
",,[od 1.07.2024 wprowadzone],
86bwkyu67,8MV1MC2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[],i3,6100U,,8,256,1366 x 768,"[Zwykłe poświatki, Mikro otarcia]","[Bateria X, Palmrest]",uszcz róg,,[od 1.07.2024 wprowadzone],
86bwkywfw, 3XX63G2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[],i3,6100U,,8,BRAK,1366 x 768,[Zwykłe ryski / otarcia],[Palmrest],"

",,[od 1.07.2024 wprowadzone],
86bwkzda2, dhz1bg2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[Palmrest wymaga skina],i5,6440HQ,INTEL,16,500,1920 x 1080,[Zwykłe ryski / otarcia],[Palmrest],,,[od 1.07.2024 wprowadzone],
86bwkzf5u, 3vrxzf2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[],i5,6440HQ,INTEL,16,500,1920 x 1080,"[Zwykłe ryski / otarcia, Zwykłe poświatki]","[Palmrest, Dźwięk]","
głosnik cichy
",,[od 1.07.2024 wprowadzone],
86bwkzp0d,JNG82G2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[],i5,6440HQ,INTEL,16,BRAK,1920 x 1080,"[Wszędzie otarcia, Zwykłe poświatki]",[Spód X],,,[od 1.07.2024 wprowadzone],
86bz5juhm,DNH0PC2,[dell latitude e5570],Przyjęcie,[],[Ok],i7,6820HQ,,8,BRAK,1920 x 1080,[Bez wad],"[Bateria brak, Bateria bios]",,,[Mix - przed 11.2023],
86bz6hz4d,BJVCQC2,[dell latitude e5570],Przyjęcie,"[Krótki Enter ANSI / US, QWERTY PL, Podświetlana]",[Ok],i5,6440HQ,,8,256,1920 x 1080,[Bez wad],[],,,[Mix - przed 11.2023],
86bzn546k,6jdyk72,[dell latitude e5570],Przyjęcie,[QWERTY PL],[],i3,6100U,,8,BRAK,1920 x 1080,[Zwykłe ryski / otarcia],[],"
obudowa - wgniotki 
",,[od 1.07.2024 wprowadzone],
86bzn550n,6cj12mc2,[dell latitude e5570],Przyjęcie,[Francuska],[],i3,6100U,,4,500,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria brak],"
obudowa - wgniotki 
",,[od 1.07.2024 wprowadzone],
86bzn569t,gw25jc2,[dell latitude e5570],Przyjęcie,[Francuska],[],i3,6100U,,8,500,1920 x 1080,[Zwykłe ryski / otarcia],"[Spód X, Bateria brak, Palmrest]","
obudowa - wgniotki 
",,[od 1.07.2024 wprowadzone],
86bzn57r1,9wy8hc2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[],i7,6820HQ,Radeon R7 M370,8,500,1920 x 1080,[],[],,,[od 1.07.2024 wprowadzone],
86bzn593t,jmqppf2,[dell latitude e5570],Serwis,[Brak],,,,,,,,[Brak],,,,[od 1.07.2024 wprowadzone],
86bzn59hy,dhvrrc2,[dell latitude e5570],Serwis,[],,,,,,,,[Brak],,,,[od 1.07.2024 wprowadzone],
86bzn5bpm,fcx02g2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[],i7,6820HQ,Radeon R7 M370,8,500,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzn5gmr,bwpwkc2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[],i7,6820HQ,Radeon R7 M370,16,256,1920 x 1080,[Zwykłe ryski / otarcia],[Dźwięk],,,[od 1.07.2024 wprowadzone],
86bzn5gv9,9gjwjc2,[dell latitude e5570],Serwis,[],,,,,,,,[Brak],,,,[od 1.07.2024 wprowadzone],
86bzn5jvr,93crpf2,[dell latitude e5570],Przyjęcie,[Francuska],[],i5,6200U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],"[Bateria brak, Palmrest]","
obudowa - wgniotki 
",,[od 1.07.2024 wprowadzone],
86bzn5na5,4w81vf2,[dell latitude e5570],Serwis,[],,,,,,,,[],[Nie włącza się],,,[od 1.07.2024 wprowadzone],
86bzn5rgk,6j1zwf2,[dell latitude e5570],Przyjęcie,[Francuska],[],i5,6440HQ,INTEL,32,BRAK,1920 x 1080,[Zwykłe ryski / otarcia],"[Bateria X, Bateria bios, Palmrest]","
obudowa - wgniotki 
",,[od 1.07.2024 wprowadzone],
86bzn5u9y,6PFG2G2,[dell latitude e5570],Serwis,[Francuska],,i5,6200U,,,,,[Zbita],[Nie włącza się],,,[od 1.07.2024 wprowadzone],
86bzn5ztn,4lyzpf2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[],i7,6820HQ,Radeon R7 M370,8,500,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzn64bx,jcv3lc2,[dell latitude e5570],Przyjęcie,[Francuska],[],i5,6300U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[Ramka Matrycy],"
obudowa - wgniotki 
",,[od 1.07.2024 wprowadzone],
86bzn67hd,53S72G2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[],i7,6820HQ,Radeon R7 M370,4,500,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzn6fth,jfbtmf2,[dell latitude e5570],Serwis,[],,,,,,,,[Brak],,,,[od 1.07.2024 wprowadzone],
86bzn6pxu,fn6fpc2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[],i7,6820HQ,Radeon R7 M370,8,BRAK,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzn6tag,dyy32g2,[dell latitude e5570],Serwis,[Brak],,i7,,,,,,[Brak],,,,[od 1.07.2024 wprowadzone],
86bzn6u7r,63c7fc2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[],i7,6820HQ,Radeon R7 M370,8,500,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzn6xre,41slj72,[dell latitude e5570],Serwis,[Francuska],,,,,,,,[],"[Ramka Matrycy, Nie włącza się]",,,[od 1.07.2024 wprowadzone],
86bzn7cy7,9NTYWF2,[dell latitude e5570],Przyjęcie,[Francuska],[],i3,6100U,,8,BRAK,1920 x 1080,"[Zwykłe ryski / otarcia, Zwykłe poświatki]",[],"
obudowa - wgniotki 
",,[od 1.07.2024 wprowadzone],
86bzn7f2w,78bmpf2,[dell latitude e5570],Serwis,[Nordic],,,,,,,,[],[Nie włącza się],,,[od 1.07.2024 wprowadzone],
86bzn7grx,5b1wtc2,[dell latitude e5570],Przyjęcie,[QWERTY PL],[],i5,6300U,,8,128,1366 x 768,"[Zwykłe ryski / otarcia, Zwykłe poświatki]",[],"
obudowa - wgniotki 
",,[od 1.07.2024 wprowadzone],
86bzn7ja2,8900FC2,[dell latitude e5570],Serwis,[Francuska],,i7,,,,,,[],[Nie włącza się],,,[od 1.07.2024 wprowadzone],
86bzn85xt,clqtdc2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[],i7,6820HQ,Radeon R7 M370,8,BRAK,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria bios],,,[od 1.07.2024 wprowadzone],
86bzn8ach,bnc1rf2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Malowana QWERTY PL]",[],i3,6100U,,16,500,1366 x 768,[Zwykłe ryski / otarcia],[],"
obudowa - wgniotki 
",,[od 1.07.2024 wprowadzone],
86bzn8m7m,h88lyf2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[],i7,6820HQ,Radeon R7 M370,8,500,1920 x 1080,[Zwykłe ryski / otarcia],"[Spód X, Bateria brak]",,,[od 1.07.2024 wprowadzone],
86bzn8npt,bff1wf2,[dell latitude e5570],Przyjęcie,[Francuska],[],i5,6300U,,8,BRAK,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria brak],"
obudowa - wgniotki 
",,[od 1.07.2024 wprowadzone],
86bzn8r2n,d0tw9g2,[dell latitude e5570],Przyjęcie,[Francuska],[],i5,6200U,,12,500,1920 x 1080,[Zwykłe ryski / otarcia],[Ramka Matrycy],"
obudowa - wgniotki 
",,[od 1.07.2024 wprowadzone],
86bzn8wz1,g9972g2,[dell latitude e5570],Przyjęcie,[Francuska],[],i5,6440HQ,INTEL,16,BRAK,1920 x 1080,[Zwykłe ryski / otarcia],"[Spód X, Palmrest]","
obudowa - wgniotki 
",,[od 1.07.2024 wprowadzone],
86bzn95q5,hmxqpf2,[dell latitude e5570],Przyjęcie,[QWERTY PL],[],i5,6200U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria brak],"
obudowa - wgniotki 
",,[od 1.07.2024 wprowadzone],
86bzn9b7g,H9BCR72,[dell latitude e5570],Przyjęcie,[Francuska],[],i3,6100U,,8,BRAK,1366 x 768,"[Zwykłe ryski / otarcia, Zwykłe poświatki]",[],"
obudowa - wgniotki 
",,[od 1.07.2024 wprowadzone],
86bzn9dvv,gffdyf2,[dell latitude e5570],Przyjęcie,[QWERTY PL],[],i5,6200U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[],"
obudowa - wgniotki 
",,[od 1.07.2024 wprowadzone],
86bzn9g97,5m40xf2,[dell latitude e5570],Przyjęcie,[Francuska],[],i5,6300U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria brak],"
obudowa - wgniotki 
",,[od 1.07.2024 wprowadzone],
86bzn9jjg,36ptpf2,[dell latitude e5570],Przyjęcie,[QWERTY PL],[],i5,6200U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],"[Bateria X, Bateria bios]","
obudowa - wgniotki 
",,[od 1.07.2024 wprowadzone],
86bzn9kra,7bqq2g2,[dell latitude e5570],Przyjęcie,[Francuska],[],i5,6300U,,8,256,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria brak],"
obudowa - wgniotki 
",,[od 1.07.2024 wprowadzone],
86bzn9mmg,bs0lpc2,[dell latitude e5570],Serwis,[Francuska],,,,,,,,[],[Nie włącza się],,,[od 1.07.2024 wprowadzone],
86bzn9r4r,dtx0bg2,[dell latitude e5570],Przyjęcie,[Francuska],[],i3,6100U,,8,BRAK,1366 x 768,"[Zwykłe ryski / otarcia, Zwykłe poświatki]","[Spód X, Bateria brak, Bateria bios, Palmrest]","
obudowa - wgniotki 
",,[od 1.07.2024 wprowadzone],
86bzn9x2y,4v98zf2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[],i7,6820HQ,Radeon R7 M370,4,BRAK,1920 x 1080,[Zwykłe ryski / otarcia],"[Bateria brak, Palmrest]",,,[od 1.07.2024 wprowadzone],
86bznacek,3b3w3g2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[],i7,6820HQ,Radeon R7 M370,16,500,1920 x 1080,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzntkvn,HLQ3LC2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[],i7,6820HQ,Radeon R7 M370,8,500,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria bios],,,[od 1.07.2024 wprowadzone],
86bzntrre,8x6kvf2,[dell latitude e5570],Przyjęcie,[QWERTY PL],[],i5,6300U,,8,BRAK,1366 x 768,"[Zwykłe ryski / otarcia, Zwykłe poświatki]",[Bateria brak],,,[od 1.07.2024 wprowadzone],
86bzntter,b9zgvf2,[dell latitude e5570],Przyjęcie,[QWERTY PL],[],i5,6300U,,8,BRAK,1366 x 768,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bzntu8r,d8b7bg2,[dell latitude e5570],Serwis,[Francuska],[],i5,6300U,,4,500,1366 x 768,[Zbita],[Ramka Matrycy],,,[od 1.07.2024 wprowadzone],
86bzntuzr,cn4pmf2,[dell latitude e5570],Przyjęcie,[QWERTY PL],[],i5,6300U,,8,BRAK,1366 x 768,[],[],,,[od 1.07.2024 wprowadzone],
86bzntwbw,6rv9vf2,[dell latitude e5570],Przyjęcie,[Francuska],[],i5,6300U,,8,500,1920 x 1080,"[Zwykłe ryski / otarcia, Zwykłe poświatki]",[Bateria bios],,,[od 1.07.2024 wprowadzone],
86bznu0uq,9jrprc2,[dell latitude e5570],Przyjęcie,[QWERTY PL],[],i5,6300U,,8,BRAK,1366 x 768,[],[Bateria bios],,,[od 1.07.2024 wprowadzone],
86bznu20k,h4dr2g2,[dell latitude e5570],Przyjęcie,[QWERTY PL],[],i5,6300U,,8,BRAK,1366 x 768,[],[Bateria bios],,,[od 1.07.2024 wprowadzone],
86bznu2zh,dwnvtc2,[dell latitude e5570],Przyjęcie,[QWERTY PL],[],i5,6300U,,8,BRAK,1366 x 768,[Zwykłe ryski / otarcia],[],,,[od 1.07.2024 wprowadzone],
86bznu3e3,6hrprc2,[dell latitude e5570],Przyjęcie,[QWERTY PL],[],i5,6300U,,8,BRAK,1366 x 768,"[Zwykłe ryski / otarcia, Zwykłe poświatki]",[],,,[od 1.07.2024 wprowadzone],
86bznu46m,b681rf2,[dell latitude e5570],Przyjęcie,[Francuska],,i5,6440HQ,,16,BRAK,1920 x 1080,[Zwykłe ryski / otarcia],,,,[od 1.07.2024 wprowadzone],
86bznufr9,56djpf2,[dell latitude e5570],Przyjęcie,[QWERTY PL],[],i5,6200U,,16,1000,1920 x 1080,[Bez wad],[USB ],,,[od 1.07.2024 wprowadzone],
86bznuzc4,f3dnr72,[dell latitude e5570],Serwis,[Francuska],[],i5,6440HQ,,,,,[Brak],[],,,[od 1.07.2024 wprowadzone],
86bznv90n,fbj0fc2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[],i7,6820HQ,Radeon R7 M370,8,BRAK,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria bios],,,[od 1.07.2024 wprowadzone],
86bznvd61,1q2csf2,[dell latitude e5570],Przyjęcie,"[Pionowy Enter ISO / EU, Podświetlana, Francuska]",[],i7,6820HQ,Radeon R7 M370,8,BRAK,1920 x 1080,[Zwykłe ryski / otarcia],[Bateria X],,,[od 1.07.2024 wprowadzone],
86bznvhr4,jg57lc2,[dell latitude e5570],Serwis,[Francuska],,,,,,,,,"[Spód X, Ramka Matrycy, Nie włącza się]",,,[od 1.07.2024 wprowadzone],
86bznvqqb,3549yf2,[dell latitude e5570],Przyjęcie,[Francuska],[],i5,6300U,,8,BRAK,1366 x 768,"[Zwykłe ryski / otarcia, Zwykłe poświatki]",[],,,[od 1.07.2024 wprowadzone],
